E0000046|A-1|A1|
E0419873|foetoplacental|feto-placental|
E0419874|alpha feto-protein|alpha feto protein|
E0419874|alpha fetoprotein|alpha feto protein|
E0419874|alpha foeto protein|alpha feto protein|
E0419874|alpha foeto-protein|alpha feto protein|
E0419874|alpha foetoprotein|alpha feto protein|
E0419874|alpha-feto-protein|alpha feto protein|
E0419874|alpha-fetoprotein|alpha feto protein|
E0419874|alpha-foeto-protein|alpha feto protein|
E0419874|alpha-foetoprotein|alpha feto protein|
E0419876|maternal serum alpha feto protein|maternal serum alpha feto-protein|
E0419876|maternal serum alpha foeto protein|maternal serum alpha feto-protein|
E0419876|maternal serum alpha foeto-protein|maternal serum alpha feto-protein|
E0419876|maternal serum alpha-feto-protein|maternal serum alpha feto-protein|
E0419876|maternal serum alpha-foeto-protein|maternal serum alpha feto-protein|
E0419877|non-receptor|nonreceptor|
E0419880|tubulointerstitial nephritis|tubulo-interstitial nephritis|
E0419881|tubulo-interstitial nephropathy|tubulointerstitial nephropathy|
E0419882|tubulo-vesicular|tubulovesicular|
E0419883|tubulo-papillary|tubulopapillary|
E0419884|tubulovillous|tubulo-villous|
E0419885|tubulofilamentous|tubulo-filamentous|
E0419886|tubuloglomerular|tubulo-glomerular|
E0419918|auto-regressive|autoregressive|
E0419920|dysplasminogenaemia|dysplasminogenemia|
E0419938|histostructurally|histo-structurally|
E0419939|histomorphometry|histo-morphometry|
E0419942|pregnancy induced hypertension|pregnancy-induced hypertension|
E0419944|periventricular-intraventricular haemorrhage|periventricular-intraventricular hemorrhage|
E0419947|wild type|wildtype|
E0419948|wild type|wildtype|
E0419965|high molecular weight|high-molecular-weight|
E0419974|oro-caecal|oro-cecal|
E0419974|oro-coecal|oro-cecal|
E0419974|orocaecal|oro-cecal|
E0419974|orocecal|oro-cecal|
E0419974|orocoecal|oro-cecal|
E0419976|orofacial|oro-facial|
E0419977|oropharynx|oro-pharynx|
E0419979|oro-oesophageal|oro-esophageal|
E0419980|orofaciodigital syndrome|oro-facio-digital syndrome|
E0419986|haemopoietic histocompatibility|hemopoietic histocompatibility|
E0419993|haemorrhagic hypotension|hemorrhagic hypotension|
E0419995|hepatic haemangioma|hepatic hemangioma|
E0419996|haematophagic histiocytosis|hemophagocytic histiocytosis|
E0419996|haemophagocytic histiocytosis|hemophagocytic histiocytosis|
E0419996|hematophagic histiocytosis|hemophagocytic histiocytosis|
E0419998|haemodialysis hypotension|hemodialysis hypotension|
E0419999|hereditary haemochromatosis|hereditary hemochromatosis|
E0420000|hypergastrinaemic hyperchlorhydria|hypergastrinemic hyperchlorhydria|
E0420004|healthy haemophiliac|healthy hemophiliac|
E0420009|Hamburger and Hamilton's stage|Hamburger and Hamilton stage|
E0420023|tec kinase|Tec kinase|
E0420028|cardiac pulmonary oedema|cardiac pulmonary edema|
E0420047|non-target|nontarget|
E0420051|micro-environmental|microenvironmental|
E0420061|beta fructofuranosidase|beta-fructofuranosidase|
E0420067|centromeric desoxyribonucleic acid|centromeric deoxyribonucleic acid|
E0420075|mucosal oesophageal cancer|mucosal esophageal cancer|
E0420077|conceptual metabolisable energy|conceptual metabolizable energy|
E0420090|transcatheter arterial embolisation|transcatheter arterial embolization|
E0420091|transarterial embolisation|transarterial embolization|
E0420107|cross sectionally|cross-sectionally|
E0420128|landrace|Landrace|
E0420131|single-particle tracking|single particle tracking|
E0420141|anti-phosphotyrosine|antiphosphotyrosine|
E0420143|HIV coinfected|HIV-coinfected|
E0420150|waist/hip ratio|waist-hip ratio|
E0420151|waist to hip ratio|waist-to-hip ratio|
E0420170|lower oesophageal contractility|lower esophageal contractility|
E0420175|very low birthweight infant|very low birth weight infant|
E0420175|very-low-birth-weight infant|very low birth weight infant|
E0420175|very-low-birthweight infant|very low birth weight infant|
E0420180|capillary refill time|capillary refilling time|
E0420182|cortisone-resistant thymocyte|cortisone resistant thymocyte|
E0420185|computerised renal tomography|computerized renal tomography|
E0420189|cathode ray tube|cathode-ray tube|
E0420191|CRT|Crt|
E0420207|ventriculoperitoneal|ventriculo-peritoneal|
E0420209|ventriculocoronary|ventriculo-coronary|
E0420212|ventriculovenous|ventriculo-venous|
E0420216|histo-cytological|histocytologic|
E0420216|histo-cytologic|histocytologic|
E0420216|histocytological|histocytologic|
E0420217|histo-cytologically|histocytologically|
E0420223|NAChR|nAChR|
E0420228|post-exercise ischaemia|postexercise ischemia|
E0420228|post-exercise ischemia|postexercise ischemia|
E0420228|postexercise ischaemia|postexercise ischemia|
E0420232|shar-pei|shar pei|
E0420235|abnormal illness behaviour|abnormal illness behavior|
E0420239|AIB|Aib|
E0420244|Quetelet's index|Quetelet index|
E0420251|MCAB|McAb|
E0420251|McAB|McAb|
E0420258|self-organising map|self-organizing map|
E0420262|haemoglobinuric bilious fever|hemoglobinuric bilious fever|
E0420272|stilbene disulphonate|stilbene disulfonate|
E0420283|foetal heart rate|fetal heart rate|
E0420296|non-pharmacologic|nonpharmacologic|
E0420315|antigen-neutralising capacity|antigen-neutralizing capacity|
E0420316|acid neutralisation capacity|acid neutralization capacity|
E0420333|dehydroepiandrosterone sulphate|dehydroepiandrosterone sulfate|
E0420334|isoquinolinesulphonamide|isoquinolinesulfonamide|
E0420356|Masson's tumour|Masson's tumor|
E0420365|phenyl-tert-butylnitrone|phenyl-tert-butyl nitrone|
E0420402|extended release|extended-release|
E0420405|pre-initiation|preinitiation|
E0420417|inter-chain|interchain|
E0420428|colour dilution alopecia|color dilution alopecia|
E0420429|congenital dyserythropoietic anaemia|congenital dyserythropoietic anemia|
E0420433|certified dental assistant|Certified Dental Assistant|
E0420440|cardio-protection|cardioprotection|
E0420447|M. avium intracellulare|M. avium-intracellulare|
E0420459|acid citrate dextrose|acid-citrate-dextrose|
E0420483|intra-membrane|intramembrane|
E0420488|sub-dermal|subdermal|
E0420494|meningo-basal|mediobasal|
E0420504|cystoid macular oedema|cystoid macular edema|
E0420517|hydrolysability|hydrolyzability|
E0420518|non-hydrolysable|non-hydrolyzable|
E0420518|nonhydrolysable|non-hydrolyzable|
E0420518|nonhydrolyzable|non-hydrolyzable|
E0420522|pre-immune|preimmune|
E0420526|non-desmosomal|nondesmosomal|
E0420558|rate pressure product|rate-pressure product|
E0420562|visuo-motor|visuomotor|
E0420571|afro|Afro|
E0420572|afro|Afro|
E0420589|Alma-Ata|Alma Ata|
E0420640|barb|Barb|
E0420641|barb|Barb|
E0420696|Capitol|capitol|
E0420700|carboxy terminus|carboxy-terminus|
E0420701|care taker|caretaker|
E0420701|care-taker|caretaker|
E0420731|CPU|cpu|
E0420742|cummin|cumin|
E0420750|Democrat|democrat|
E0420768|ear drum|eardrum|
E0420768|ear-drum|eardrum|
E0420785|Roux en Y|Roux-en-Y|
E0420828|flyer|flier|
E0420831|to and fro|to-and-fro|
E0420847|generalised estimating equation|generalized estimating equation|
E0420855|Grebe's syndrome|Grebe syndrome|
E0420870|sulphur hexafluoride|sulfur hexafluoride|
E0420881|infraoccluded|infra-occluded|
E0420908|Leghorn|leghorn|
E0420920|human herpes virus|human herpesvirus|
E0420920|human herpes-virus|human herpesvirus|
E0420921|HHV8|HHV-8|
E0420922|human herpes-virus 8|human herpes virus 8|
E0420922|human herpesvirus 8|human herpes virus 8|
E0420924|Kaposi's sarcoma-associated herpes virus|Kaposi's sarcoma-associated herpesvirus|
E0420924|Kaposi's sarcoma-associated herpes-virus|Kaposi's sarcoma-associated herpesvirus|
E0420924|Kaposi's-sarcoma-associated herpes-virus|Kaposi's sarcoma-associated herpesvirus|
E0420924|Kaposi's-sarcoma-associated herpesvirus|Kaposi's sarcoma-associated herpesvirus|
E0420926|HCQ|hcq|
E0420933|combined familial hyperlipidaemia|combined familial hyperlipidemia|
E0420936|Cfh|cfh|
E0420959|AIDS dementia complex|AIDS-dementia complex|
E0420984|food-borne intoxication|foodborne intoxication|
E0420985|food-borne disease|foodborne disease|
E0420996|soluble tumour necrosis factor receptor|soluble tumor necrosis factor receptor|
E0421004|microm|microM|
E0421012|dox|Dox|
E0421027|soluble tumour necrosis factor|soluble tumor necrosis factor|
E0421031|DNL|dnl|
E0421035|disseminated necrotising leucoencephalopathy|disseminated necrotizing leukoencephalopathy|
E0421035|disseminated necrotising leukoencephalopathy|disseminated necrotizing leukoencephalopathy|
E0421036|tumor-draining lymph node lymphocyte|tumor-draining lymphnode lymphocyte|
E0421036|tumour-draining lymph node lymphocyte|tumor-draining lymphnode lymphocyte|
E0421036|tumour-draining lymphnode lymphocyte|tumor-draining lymphnode lymphocyte|
E0421038|hepatic de novo lipogenesis|de novo hepatic lipogenesis|
E0421057|ovine corticotropin-releasing hormone|ovine corticotropin releasing hormone|
E0421070|VX|Vx|
E0421145|homoiothermal|homeothermal|
E0421145|homothermal|homeothermal|
E0421196|hyperestrinaemia|hyperestrinemia|
E0421200|hydromorphon|Hydromorphon|
E0421205|previa|praevia|
E0421210|puromycin N-acetyl transferase gene|puromycin acetyltransferase gene|
E0421210|puromycin N-acetyltransferase gene|puromycin acetyltransferase gene|
E0421211|puromycin N-acetyl transferase|puromycin acetyltransferase|
E0421211|puromycin N-acetyltransferase|puromycin acetyltransferase|
E0421216|hypoferraemic|hypoferremic|
E0421219|oestrous|estruous|
E0421234|pileated|piliated|
E0421238|skim milk|skim-milk|
E0421238|skimmilk|skim-milk|
E0421248|intra vitam|intravitam|
E0421248|intra-vitam|intravitam|
E0421251|humourism|humorism|
E0421257|MORT-1|Mort-1|
E0421260|pre-bereavement|prebereavement|
E0421261|pre-bereavement|prebereavement|
E0421278|haemorrhagic colitis|hemorrhagic colitis|
E0421279|haemoglobin concentration|hemoglobin concentration|
E0421286|non-small cell carcinoma|non-small-cell carcinoma|
E0421301|hypercholesteraemia|hypercholesteremia|
E0421302|hypercholesteraemic|hypercholesteremic|
E0421303|hyperferricaemia|hyperferricemia|
E0421305|hypocholesteraemia|hypocholesteremia|
E0421306|hypocholesteraemic|hypocholesteremic|
E0421318|idiopathetic steatorrhoea|idiopathetic steatorrhea|
E0421353|lateralis grey column|lateralis gray column|
E0421357|legitimise|legitimize|
E0421358|legitimisation|legitimization|
E0421360|leucocytal|leukocytal|
E0421361|laevorotary|levorotary|
E0421416|morpho-metrical|morphometrical|
E0421422|myo-electrical|myoelectrical|
E0421432|nephraemia|nephremia|
E0421487|otacariasis|otocariasis|
E0421489|out of doors|out-of-doors|
E0421498|pancreotropic|pancreatropic|
E0421535|phloridzinise|phloridzinize|
E0421542|physiological amenorrhoea|physiological amenorrhea|
E0421582|pykno epilepsy|pyknoepilepsy|
E0421582|pykno-epilepsy|pyknoepilepsy|
E0421592|chinacrine|chinacrin|
E0421686|mitre|miter|
E0421690|postimmunisation|postimmunization|
E0421695|problem-solving information|problem solving information|
E0421714|Leukonostoc|Leuconostoc|
E0421735|transmittible|transmittable|
E0421759|variolisation|variolization|
E0421762|vesico-colic|vesicocolic|
E0421776|somaesthetic|somesthetic|
E0421798|subarachnoidal haemorrhage|subarachnoidal hemorrhage|
E0421855|A-1|A1|
E0421870|mesmerisation|mesmerization|
E0421876|cross reaction|crossreaction|
E0421876|cross-reaction|crossreaction|
E0421882|crepe|crape|
E0421883|fistula-in-ano|fistula in ano|
E0421896|dexter|Dexter|
E0421912|non-emergency|nonemergency|
E0421914|Kirghiz Republic|Kirgiz Republic|
E0421917|Quillaia saponaria|Quillaja saponaria|
E0421918|Quillaia saponaria Molina|Quillaja saponaria Molina|
E0421918|Quillaja saponaria molina|Quillaja saponaria Molina|
E0421977|adreno-genital|adrenogenital|
E0421978|adreno-receptor|adrenoreceptor|
E0421979|alpha adreno-receptor|alpha-adrenoreceptor|
E0421979|alpha adrenoreceptor|alpha-adrenoreceptor|
E0421979|alpha-adreno-receptor|alpha-adrenoreceptor|
E0421980|beta adreno-receptor|beta-adrenoreceptor|
E0421980|beta adrenoreceptor|beta-adrenoreceptor|
E0421980|beta-adreno-receptor|beta-adrenoreceptor|
E0421981|adreno-renal|adrenorenal|
E0421982|adreno-gonadal|adrenogonadal|
E0422052|acetylphenyl-hydrazine|acetylphenyl hydrazine|
E0422086|Actinobacillus actinomycetem-comitans|Actinobacillus actinomycetem comitans|
E0422087|A. actinomycetem-comitans|A. actinomycetem comitans|
E0422116|adeno associated|adeno-associated|
E0422131|adenylyl cyclase|adenylylcyclase|
E0422135|ADK|AdK|
E0422135|Adk|AdK|
E0422144|adult-like|adultlike|
E0422146|A. aegypti|Ae. aegypti|
E0422151|age mate|agemate|
E0422151|age-mate|agemate|
E0422154|air gun|airgun|
E0422160|angel fish|angelfish|
E0422161|anti-gay|antigay|
E0422162|upper aero digestive tract|upper aero-digestive tract|
E0422162|upper aerodigestive tract|upper aero-digestive tract|
E0422163|aero-allergen|aeroallergen|
E0422171|etiopathogenetically|aetiopathogenetically|
E0422173|afterhyperpolarising|afterhyperpolarizing|
E0422222|Al-Ain|Al Ain|
E0422243|Aldo|ALDO|
E0422500|beta lysine mutase|beta-lysine mutase|
E0422585|ameboflagellate|amoeboflagellate|
E0422595|AMU|amu|
E0422601|amygdalo-hippocampus|amygdalohippocampus|
E0422602|amygdalo-cortical|amygdalocortical|
E0422603|amygdalo-hippocampectomy|amygdalohippocampectomy|
E0422604|amygdalo-hypothalamic|amygdalohypothalamic|
E0422621|anatomo-biological|anatomobiological|
E0422637|anergise|anergize|
E0422639|aneuploidisation|aneuploidization|
E0422663|anhydro ara C|anhydro-ara-C|
E0422701|anilinonaphthalene sulphonate|anilinonaphthalene sulfonate|
E0422718|annulo aortic ectasia|annulo-aortic ectasia|
E0422718|annuloaortic ectasia|annulo-aortic ectasia|
E0422719|annulo ventricular|annulo-ventricular|
E0422719|annuloventricular|annulo-ventricular|
E0422737|antennocerebral|antenno-cerebral|
E0422738|antennocerebral tract|antenno-cerebral tract|
E0422739|anterio-posterior|anterioposterior|
E0422741|antero-posteriorly|anteroposteriorly|
E0422742|antero-inferiorly|anteroinferiorly|
E0422743|antero-superiorly|anterosuperiorly|
E0422764|anti-adhesion|antiadhesion|
E0422765|anti-aggregatory|antiaggregatory|
E0422766|anti-algal|antialgal|
E0422767|anti-allodynic|antiallodynic|
E0422768|anti-arterial|antiarterial|
E0422769|anti-asthma|antiasthma|
E0422772|anti-calcitonin|anticalcitonin|
E0422773|anti-capsular|anticapsular|
E0422774|anti-cardiolipid|anticardiolipid|
E0422776|anti-cellular|anticellular|
E0422778|anti-cortisol|anticortisol|
E0422779|anti-cryptosporidial|anticryptosporidial|
E0422780|anti-dermatophyte|antidermatophyte|
E0422781|anti-dopamine|antidopamine|
E0422783|anti-elastase|antielastase|
E0422784|anti-elastase|antielastase|
E0422785|anti-endomysium|antiendomysium|
E0422786|anti-envelope|antienvelope|
E0422787|anti-factor|antifactor|
E0422787|antiFactor|antifactor|
E0422788|anti-factor Xa|antifactor Xa|
E0422788|antiFactor Xa|antifactor Xa|
E0422789|anti-factor IIa|antifactor IIa|
E0422789|antiFactor IIa|antifactor IIa|
E0422790|anti-factor VIII|antifactor VIII|
E0422790|antiFactor VIII|antifactor VIII|
E0422791|anti-factor VII|antifactor VII|
E0422791|antiFactor VII|antifactor VII|
E0422792|anti-factor V|antifactor V|
E0422792|antiFactor V|antifactor V|
E0422793|anti-factor IX|antifactor IX|
E0422793|antiFactor IX|antifactor IX|
E0422794|anti-fertility|antifertility|
E0422796|anti-flagellar|antiflagellar|
E0422797|antigenise|antigenize|
E0422798|antigenisation|antigenization|
E0422799|anti-genomic|antigenomic|
E0422800|anti-gliadin|antigliadin|
E0422801|anti-glucagon|antiglucagon|
E0422802|anti-glucagon|antiglucagon|
E0422803|anti-glycan|antiglycan|
E0422804|anti-gonadotrophin|antigonadotropin|
E0422804|anti-gonadotropin|antigonadotropin|
E0422804|antigonadotrophin|antigonadotropin|
E0422805|anti-gonadotrophin|antigonadotropin|
E0422805|anti-gonadotropin|antigonadotropin|
E0422805|antigonadotrophin|antigonadotropin|
E0422806|anti-gonadotrophin releasing hormone|antigonadotropin releasing hormone|
E0422806|anti-gonadotropin releasing hormone|antigonadotropin releasing hormone|
E0422806|antigonadotrophin releasing hormone|antigonadotropin releasing hormone|
E0422808|anti-haemagglutinin|antihemagglutinin|
E0422808|anti-hemagglutinin|antihemagglutinin|
E0422808|antihaemagglutinin|antihemagglutinin|
E0422809|anti-herpesviral|antiherpesviral|
E0422810|anti-histone|antihistone|
E0422811|anti-histone|antihistone|
E0422812|anti-influenza|antiinfluenza|
E0422813|antiinvasion|anti-invasion|
E0422814|anti-ischaemic|antiischemic|
E0422814|anti-ischemic|antiischemic|
E0422814|antiischaemic|antiischemic|
E0422815|anti-junction|antijunction|
E0422816|anti-Legionella|anti-legionella|
E0422816|antilegionella|anti-legionella|
E0422817|antileucoproteinase|antileukoproteinase|
E0422819|skin-derived antileucoproteinase|skin-derived antileukoproteinase|
E0422825|acute leucaemia protocol|acute leukemia protocol|
E0422825|acute leucemia protocol|acute leukemia protocol|
E0422825|acute leukaemia protocol|acute leukemia protocol|
E0422826|anti-ligand|antiligand|
E0422827|anti-lipopolysaccharide|antilipopolysaccharide|
E0422828|anti-lymphocyte|antilymphocyte|
E0422829|anti-lymphocyte|antilymphocyte|
E0422830|anti-mesometrial|antimesometrial|
E0422831|anti-microsomal|antimicrosomal|
E0422832|anti-migraine|antimigraine|
E0422833|anti-mitochondrial|antimitochondrial|
E0422834|anti-moesin|antimoesin|
E0422835|anti-murine|antimurine|
E0422837|antinitrotyrosine|anti-nitrotyrosine|
E0422838|anti-obsessional|antiobsessional|
E0422839|anti-oncogenic|antioncogenic|
E0422840|anti-osteoporotic|antiosteoporotic|
E0422841|anti-parent|antiparent|
E0422842|anti-pericentrin|antipericentrin|
E0422843|anti-peroxidase|antiperoxidase|
E0422844|anti-phosphatidic|antiphosphatidic|
E0422845|anti-phosphatidic acid|antiphosphatidic acid|
E0422846|anti-phosphatidylserine|antiphosphatidylserine|
E0422847|anti-platelet|antiplatelet|
E0422848|anti-Pneumocystis|antipneumocystis|
E0422849|anti-porcine|antiporcine|
E0422850|anti-progestin|antiprogestin|
E0422851|anti-promotional|antipromotional|
E0422852|anti-rabbit|antirabbit|
E0422853|anti-rat|antirat|
E0422854|anti-recombinant|antirecombinant|
E0422855|anti-renal|antirenal|
E0422856|anti-resorptive|antiresorptive|
E0422857|anti-ribosomal|antiribosomal|
E0422858|anti-rotational|antirotational|
E0422859|anti-shivering|antishivering|
E0422861|anti-succinic|antisuccinic|
E0422863|anti-therapeutic|antitherapeutic|
E0422864|anti-thrombolytic|antithrombolytic|
E0422865|anti-tobacco|antitobacco|
E0422866|anti-topoisomerase|antitopoisomerase|
E0422867|anti-tremor|antitremor|
E0422868|anti-vertigo|antivertigo|
E0422870|antro duodenal|antroduodenal|
E0422870|antro-duodenal|antroduodenal|
E0422878|aorto-popliteal|aortopopliteal|
E0422879|aorto-celiac|aortoceliac|
E0422879|aorto-coeliac|aortoceliac|
E0422879|aortocoeliac|aortoceliac|
E0422880|aorto-bifemoral|aortobifemoral|
E0422881|aorto-ilio-femoral|aortoiliofemoral|
E0422883|aorto-renal|aortorenal|
E0422884|aorto-ventricular|aortoventricular|
E0422889|aphidborne|aphid-borne|
E0422890|apico-posterior|apicoposterior|
E0422893|apodioldehydrase|apodiol dehydratase|
E0422895|apolipophorin-I|apolipophorin I|
E0422896|apolipophorin-II|apolipophorin II|
E0422897|apolipophorin-III|apolipophorin III|
E0422898|apo-obelin|apoobelin|
E0422944|archaeologically|archeologically|
E0422966|Arnt|ARNT|
E0422972|arterio-jugular|arteriojugular|
E0422973|arterio-enteric|arterioenteric|
E0422974|arterio-lymphatic|arteriolymphatic|
E0422975|arterio-occlusive|arterioocclusive|
E0422977|artero-venous|arterovenous|
E0422978|artero-arterial|arteroarterial|
E0422979|arterylike|artery-like|
E0422982|artefactual|artifactual|
E0422990|AANAT|AA-NAT|
E0423045|athero-occlusive|atheroocclusive|
E0423046|athero-thrombosis|atherothrombosis|
E0423047|athero-thrombogenesis|atherothrombogenesis|
E0423048|athero-thrombogenic|atherothrombogenic|
E0423051|atlantoaxial|atlanto-axial|
E0423054|atlanto-axial ankylosis|atlantoaxial ankylosis|
E0423055|atlantooccipital ankylosis|atlanto-occipital ankylosis|
E0423056|atlantooccipital instability|atlanto-occipital instability|
E0423057|atlantooccipital malformation|atlanto-occipital malformation|
E0423060|all-trans-retinoic acid|all-trans retinoic acid|
E0423162|auto-epitope|autoepitope|
E0423169|auto-immunological|autoimmunological|
E0423170|auto-immunologic|autoimmunologic|
E0423171|auto-inhibitory|autoinhibitory|
E0423173|autopolymerising|autopolymerizing|
E0423174|autopolymerised|autopolymerized|
E0423181|autosensitise|autosensitize|
E0423182|autosensitisation|autosensitization|
E0423192|avascularised|avascularized|
E0423231|axo-axonal|axoaxonal|
E0423232|axo-spinous|axospinous|
E0423235|axonin 1|axonin-1|
E0423236|axonin 2|axonin-2|
E0423248|post kala-azar|post-kala-azar|
E0423258|AZI|azi|
E0423357|bancroftian filarial chylocoele|bancroftian filarial chylocele|
E0423375|baro-sensitive|barosensitive|
E0423376|baro-sensitivity|barosensitivity|
E0423401|bis-diazotised benzidine|bis-diazotized benzidine|
E0423415|behaviourist|behaviorist|
E0423492|tBuBHQ|t-BuBHQ|
E0423586|beta blocker|betablocker|
E0423589|TGFbeta|TGF-beta|
E0423590|transforming growth factor beta|transforming growth factor-beta|
E0423592|beta glucanase|beta-glucanase|
E0423593|beta glucoside|beta-glucoside|
E0423613|Diamond-Blackfan anaemia|Diamond-Blackfan anemia|
E0423616|dolichos biflorus lectin|Dolichos biflorus lectin|
E0423629|bilio-bronchial|biliobronchial|
E0423637|bio-accumulator|bioaccumulator|
E0423638|bio-tolerant|biotolerant|
E0423640|bio-impedance analysis|bioimpedance analysis|
E0423641|bio-inert|bioinert|
E0423642|bio-adhesive|bioadhesive|
E0423643|bio-adhesive|bioadhesive|
E0423644|bio-antioxidant|bioantioxidant|
E0423645|bio-antioxidant|bioantioxidant|
E0423646|biochanin-A|biochanin A|
E0423648|bio-clinical|bioclinical|
E0423657|bio-indicator|bioindicator|
E0423658|bio-isosteric|bioisosteric|
E0423663|bio-magnetic|biomagnetic|
E0423667|bio-monitor|biomonitor|
E0423668|bio-monitor|biomonitor|
E0423673|bio-reduction|bioreduction|
E0423681|biosynthesise|biosynthesize|
E0423684|bio-therapy|biotherapy|
E0423704|fructose-bisphosphate aldolase|fructose biphosphate aldolase|
E0423725|ribulose biphosphate carboxylase|ribulosebiphosphate carboxylase|
E0423804|blood brain barrier|bloodbrain barrier|
E0423804|blood-brain barrier|bloodbrain barrier|
E0423804|blood/brain barrier|bloodbrain barrier|
E0423835|live-born|liveborn|
E0423851|brachy-radiotherapy|brachyradiotherapy|
E0423852|brachy-teletherapy|brachyteletherapy|
E0423856|brachy-turricephaly|brachyturricephaly|
E0423870|Leishmania brasiliensis peruviana|Leishmania braziliensis peruviana|
E0423872|Leishmania brasiliensis guyanensis|Leishmania braziliensis guyanensis|
E0423880|breast milk|breastmilk|
E0423904|bric-a-brac|bric a brac|
E0423960|beta bromopropionate|beta-bromopropionate|
E0423968|bromouridine-triphosphate|bromouridine triphosphate|
E0423976|bronchiolo-alveolar|bronchioloalveolar|
E0423977|bronchiolo-alveolar carcinoma|bronchioloalveolar carcinoma|
E0423978|broncho-constrictive|bronchoconstrictive|
E0423980|broncho-fiberscopy|bronchofiberscopy|
E0423982|broncho-pneumopathy|bronchopneumopathy|
E0424029|myringitis bullosa haemorrhagica|myringitis bullosa hemorrhagica|
E0424030|angina bullosa hemorrhagica|angina bullosa haemorrhagica|
E0424086|butilate|butylate|
E0424087|alpha-naphthyl butilate esterase|alpha-naphthyl butylate esterase|
E0424087|alpha-naphtyl butilate esterase|alpha-naphthyl butylate esterase|
E0424087|alpha-naphtyl butylate esterase|alpha-naphthyl butylate esterase|
E0424096|hyoscinbutylbromide|hyoscine butylbromide|
E0424187|cancerisation|cancerization|
E0424188|cancerise|cancerize|
E0424225|capillarise|capillarize|
E0424244|Histoplasma capsulatum AG|Histoplasma capsulatum ag|
E0424244|Histoplasma capsulatum Ag|Histoplasma capsulatum ag|
E0424246|Histoplasma capsulatum AB|Histoplasma capsulatum ab|
E0424258|carbamoyl-phosphate synthase|carbamoylphosphate synthase|
E0424320|amine carboxyborane|amine-carboxyborane|
E0424329|protein carboxy methylase|protein carboxymethylase|
E0424355|cardio-haemodynamic|cardiohemodynamic|
E0424355|cardio-hemodynamic|cardiohemodynamic|
E0424355|cardiohaemodynamic|cardiohemodynamic|
E0424407|alpha casomorphin|alpha-casomorphin|
E0424417|catalise|catalize|
E0424422|catheterisable|catheterizable|
E0424434|cavo-atrial|cavoatrial|
E0424436|cavo-pulmonary|cavopulmonary|
E0424444|cecropin 1|cecropin-1|
E0424445|cecropin 2|cecropin-2|
E0424446|coele|cele|
E0424448|beta cellobioside|beta-cellobioside|
E0424449|beta tigogenin cellobioside|beta-tigogenin cellobioside|
E0424461|cellulo-adipose|celluloadipose|
E0424463|cellulo-cutaneous flap|cellulocutaneous flap|
E0424464|cellulo-vascular|cellulovascular|
E0424465|cellulo-lymphadenectomy|cellulolymphadenectomy|
E0424477|centro-medial|centromedial|
E0424486|ceramo-metallic|ceramometallic|
E0424497|cerebro-cortical|cerebrocortical|
E0424500|cerebro-ventricular|cerebroventricular|
E0424504|macula caerulea|macula cerulea|
E0424506|cervico-cephalic|cervicocephalic|
E0424507|cervico-mediastinal|cervicomediastinal|
E0424517|continuous filtration leucapheresis|continuous filtration leukapheresis|
E0424518|continuous flow leukapheresis|continuous flow leucapheresis|
E0424519|central-field loss|central field loss|
E0424526|channellike|channel-like|
E0424537|chemo-enzymatic|chemoenzymatic|
E0424539|chemo-mechanical|chemomechanical|
E0424559|chito-oligosaccharide|chitooligosaccharide|
E0424560|chitooligomer|chito-oligomer|
E0424572|beta chlorolactic acid|beta-chlorolactic acid|
E0424580|dibutylchloro(chloromethyl)-stannane|dibutylchloro(chloromethyl)stannane|
E0424627|cholangio-pancreatographic|cholangiopancreatographic|
E0424630|cholecystectomise|cholecystectomize|
E0424657|chroniser|chronizer|
E0424663|chymotrypsin-like|chymotrypsinlike|
E0424739|city-wide|citywide|
E0424747|clearcut|clear-cut|
E0424748|clearcut|clear-cut|
E0424749|clearcut|clear-cut|
E0424753|clinico-histopathologic|clinicohistopathologic|
E0424754|clinicopathogenic|clinico-pathogenic|
E0424755|clinicopathomorphological|clinico-pathomorphological|
E0424766|co-adjuvant|coadjuvant|
E0424767|co-adjuvant|coadjuvant|
E0424770|coal mining|coalmining|
E0424771|co-apply|coapply|
E0424774|co-assembly|coassembly|
E0424776|roller-coaster|roller coaster|
E0424784|co-cluster|cocluster|
E0424785|co-crystal|cocrystal|
E0424786|codevelopment|co-development|
E0424788|co-educational|coeducational|
E0424789|co-electroporate|coelectroporate|
E0424792|co-encapsidation|coencapsidation|
E0424793|co-encapsidate|coencapsidate|
E0424800|co-extraction|coextraction|
E0424801|co-extract|coextract|
E0424814|Staphylococcus cohnii subsp urealyticus|Staphylococcus cohnii subsp. urealyticus|
E0424818|co-hybridisation|cohybridization|
E0424818|co-hybridization|cohybridization|
E0424818|cohybridisation|cohybridization|
E0424819|co-hybridise|cohybridize|
E0424819|co-hybridize|cohybridize|
E0424819|cohybridise|cohybridize|
E0424824|co-ingestion|coingestion|
E0424825|co-ingest|coingest|
E0424826|co-inoculation|coinoculation|
E0424827|co-inoculate|coinoculate|
E0424828|co-investigator|coinvestigator|
E0424837|cardio-oesophageal relaxation|cardio-esophageal relaxation|
E0424837|cardioesophageal relaxation|cardio-esophageal relaxation|
E0424837|cardiooesophageal relaxation|cardio-esophageal relaxation|
E0424838|cardio-respiratory arrest|cardiorespiratory arrest|
